web-scraper-order,web-scraper-start-url,PokeID,Name,Total,HitPts,PhysAtk,PhysDef,SpecAtk,SpecDef,Speed
"1707414551-827","https://pokemondb.net/pokedex/all","0690","Skrelp","320","50","60","60","60","60","30"
"1707414551-828","https://pokemondb.net/pokedex/all","0691","Dragalge","494","65","75","90","97","123","44"
"1707414551-829","https://pokemondb.net/pokedex/all","0692","Clauncher","330","50","53","62","58","63","44"
"1707414551-830","https://pokemondb.net/pokedex/all","0693","Clawitzer","500","71","73","88","120","89","59"
"1707414551-831","https://pokemondb.net/pokedex/all","0694","Helioptile","289","44","38","33","61","43","70"
"1707414551-832","https://pokemondb.net/pokedex/all","0695","Heliolisk","481","62","55","52","109","94","109"
"1707414551-833","https://pokemondb.net/pokedex/all","0696","Tyrunt","362","58","89","77","45","45","48"
"1707414551-834","https://pokemondb.net/pokedex/all","0697","Tyrantrum","521","82","121","119","69","59","71"
"1707414551-835","https://pokemondb.net/pokedex/all","0698","Amaura","362","77","59","50","67","63","46"
"1707414551-836","https://pokemondb.net/pokedex/all","0699","Aurorus","521","123","77","72","99","92","58"
"1707414551-837","https://pokemondb.net/pokedex/all","0700","Sylveon","525","95","65","65","110","130","60"
"1707414551-838","https://pokemondb.net/pokedex/all","0701","Hawlucha","500","78","92","75","74","63","118"
"1707414551-839","https://pokemondb.net/pokedex/all","0702","Dedenne","431","67","58","57","81","67","101"
"1707414551-840","https://pokemondb.net/pokedex/all","0703","Carbink","500","50","50","150","50","150","50"
"1707414551-841","https://pokemondb.net/pokedex/all","0704","Goomy","300","45","50","35","55","75","40"
"1707414551-842","https://pokemondb.net/pokedex/all","0705","Sliggoo","452","68","75","53","83","113","60"
"1707414551-843","https://pokemondb.net/pokedex/all","0705","Sliggoo
 Hisuian Sliggoo","452","58","75","83","83","113","40"
"1707414551-844","https://pokemondb.net/pokedex/all","0706","Goodra","600","90","100","70","110","150","80"
"1707414551-845","https://pokemondb.net/pokedex/all","0706","Goodra
 Hisuian Goodra","600","80","100","100","110","150","60"
"1707414551-846","https://pokemondb.net/pokedex/all","0707","Klefki","470","57","80","91","80","87","75"
"1707414551-847","https://pokemondb.net/pokedex/all","0708","Phantump","309","43","70","48","50","60","38"
"1707414551-848","https://pokemondb.net/pokedex/all","0709","Trevenant","474","85","110","76","65","82","56"
"1707414551-849","https://pokemondb.net/pokedex/all","0710","Pumpkaboo
 Average Size","335","49","66","70","44","55","51"
"1707414551-850","https://pokemondb.net/pokedex/all","0710","Pumpkaboo
 Small Size","335","44","66","70","44","55","56"
"1707414551-851","https://pokemondb.net/pokedex/all","0710","Pumpkaboo
 Large Size","335","54","66","70","44","55","46"
"1707414551-852","https://pokemondb.net/pokedex/all","0710","Pumpkaboo
 Super Size","335","59","66","70","44","55","41"
"1707414551-853","https://pokemondb.net/pokedex/all","0711","Gourgeist
 Average Size","494","65","90","122","58","75","84"
"1707414551-854","https://pokemondb.net/pokedex/all","0711","Gourgeist
 Small Size","494","55","85","122","58","75","99"
"1707414551-855","https://pokemondb.net/pokedex/all","0711","Gourgeist
 Large Size","494","75","95","122","58","75","69"
"1707414551-856","https://pokemondb.net/pokedex/all","0711","Gourgeist
 Super Size","494","85","100","122","58","75","54"
"1707414551-857","https://pokemondb.net/pokedex/all","0712","Bergmite","304","55","69","85","32","35","28"
"1707414551-858","https://pokemondb.net/pokedex/all","0713","Avalugg","514","95","117","184","44","46","28"
"1707414551-859","https://pokemondb.net/pokedex/all","0713","Avalugg
 Hisuian Avalugg","514","95","127","184","34","36","38"
"1707414551-860","https://pokemondb.net/pokedex/all","0714","Noibat","245","40","30","35","45","40","55"
"1707414551-861","https://pokemondb.net/pokedex/all","0715","Noivern","535","85","70","80","97","80","123"
"1707414551-862","https://pokemondb.net/pokedex/all","0716","Xerneas","680","126","131","95","131","98","99"
"1707414551-863","https://pokemondb.net/pokedex/all","0717","Yveltal","680","126","131","95","131","98","99"
"1707414551-864","https://pokemondb.net/pokedex/all","0718","Zygarde
 50% Forme","600","108","100","121","81","95","95"
"1707414551-865","https://pokemondb.net/pokedex/all","0718","Zygarde
 10% Forme","486","54","100","71","61","85","115"
"1707414551-866","https://pokemondb.net/pokedex/all","0718","Zygarde
 Complete Forme","708","216","100","121","91","95","85"
"1707414551-867","https://pokemondb.net/pokedex/all","0719","Diancie","600","50","100","150","100","150","50"
"1707414551-868","https://pokemondb.net/pokedex/all","0719","Diancie
 Mega Diancie","700","50","160","110","160","110","110"
"1707414551-869","https://pokemondb.net/pokedex/all","0720","Hoopa
 Hoopa Confined","600","80","110","60","150","130","70"
"1707414551-870","https://pokemondb.net/pokedex/all","0720","Hoopa
 Hoopa Unbound","680","80","160","60","170","130","80"
"1707414551-871","https://pokemondb.net/pokedex/all","0721","Volcanion","600","80","110","120","130","90","70"
"1707414551-872","https://pokemondb.net/pokedex/all","0722","Rowlet","320","68","55","55","50","50","42"
"1707414551-873","https://pokemondb.net/pokedex/all","0723","Dartrix","420","78","75","75","70","70","52"
"1707414551-874","https://pokemondb.net/pokedex/all","0724","Decidueye","530","78","107","75","100","100","70"
"1707414551-875","https://pokemondb.net/pokedex/all","0724","Decidueye
 Hisuian Decidueye","530","88","112","80","95","95","60"
"1707414551-876","https://pokemondb.net/pokedex/all","0725","Litten","320","45","65","40","60","40","70"
"1707414551-877","https://pokemondb.net/pokedex/all","0726","Torracat","420","65","85","50","80","50","90"
"1707414551-878","https://pokemondb.net/pokedex/all","0727","Incineroar","530","95","115","90","80","90","60"
"1707414551-879","https://pokemondb.net/pokedex/all","0728","Popplio","320","50","54","54","66","56","40"
"1707414551-880","https://pokemondb.net/pokedex/all","0729","Brionne","420","60","69","69","91","81","50"
"1707414551-881","https://pokemondb.net/pokedex/all","0730","Primarina","530","80","74","74","126","116","60"
"1707414551-882","https://pokemondb.net/pokedex/all","0731","Pikipek","265","35","75","30","30","30","65"
"1707414551-883","https://pokemondb.net/pokedex/all","0732","Trumbeak","355","55","85","50","40","50","75"
"1707414551-884","https://pokemondb.net/pokedex/all","0733","Toucannon","485","80","120","75","75","75","60"
"1707414551-885","https://pokemondb.net/pokedex/all","0734","Yungoos","253","48","70","30","30","30","45"
"1707414551-886","https://pokemondb.net/pokedex/all","0735","Gumshoos","418","88","110","60","55","60","45"
"1707414551-887","https://pokemondb.net/pokedex/all","0736","Grubbin","300","47","62","45","55","45","46"
"1707414551-888","https://pokemondb.net/pokedex/all","0737","Charjabug","400","57","82","95","55","75","36"
"1707414551-889","https://pokemondb.net/pokedex/all","0738","Vikavolt","500","77","70","90","145","75","43"
"1707414551-890","https://pokemondb.net/pokedex/all","0739","Crabrawler","338","47","82","57","42","47","63"
"1707414551-891","https://pokemondb.net/pokedex/all","0740","Crabominable","478","97","132","77","62","67","43"
"1707414551-892","https://pokemondb.net/pokedex/all","0741","Oricorio
 Baile Style","476","75","70","70","98","70","93"
"1707414551-893","https://pokemondb.net/pokedex/all","0741","Oricorio
 Pom-Pom Style","476","75","70","70","98","70","93"
"1707414551-894","https://pokemondb.net/pokedex/all","0741","Oricorio
 Pa'u Style","476","75","70","70","98","70","93"
"1707414551-895","https://pokemondb.net/pokedex/all","0741","Oricorio
 Sensu Style","476","75","70","70","98","70","93"
"1707414551-896","https://pokemondb.net/pokedex/all","0742","Cutiefly","304","40","45","40","55","40","84"
"1707414551-897","https://pokemondb.net/pokedex/all","0743","Ribombee","464","60","55","60","95","70","124"
"1707414551-898","https://pokemondb.net/pokedex/all","0744","Rockruff","280","45","65","40","30","40","60"
"1707414551-899","https://pokemondb.net/pokedex/all","0744","Rockruff
 Own Tempo Rockruff","280","45","65","40","30","40","60"
"1707414551-900","https://pokemondb.net/pokedex/all","0745","Lycanroc
 Midday Form","487","75","115","65","55","65","112"
"1707414551-901","https://pokemondb.net/pokedex/all","0745","Lycanroc
 Midnight Form","487","85","115","75","55","75","82"
"1707414551-902","https://pokemondb.net/pokedex/all","0745","Lycanroc
 Dusk Form","487","75","117","65","55","65","110"
"1707414551-903","https://pokemondb.net/pokedex/all","0746","Wishiwashi
 Solo Form","175","45","20","20","25","25","40"
"1707414551-904","https://pokemondb.net/pokedex/all","0746","Wishiwashi
 School Form","620","45","140","130","140","135","30"
"1707414551-905","https://pokemondb.net/pokedex/all","0747","Mareanie","305","50","53","62","43","52","45"
"1707414551-906","https://pokemondb.net/pokedex/all","0748","Toxapex","495","50","63","152","53","142","35"
"1707414551-907","https://pokemondb.net/pokedex/all","0749","Mudbray","385","70","100","70","45","55","45"
"1707414551-908","https://pokemondb.net/pokedex/all","0750","Mudsdale","500","100","125","100","55","85","35"
"1707414551-909","https://pokemondb.net/pokedex/all","0751","Dewpider","269","38","40","52","40","72","27"
"1707414551-910","https://pokemondb.net/pokedex/all","0752","Araquanid","454","68","70","92","50","132","42"
"1707414551-911","https://pokemondb.net/pokedex/all","0753","Fomantis","250","40","55","35","50","35","35"
"1707414551-912","https://pokemondb.net/pokedex/all","0754","Lurantis","480","70","105","90","80","90","45"
"1707414551-913","https://pokemondb.net/pokedex/all","0755","Morelull","285","40","35","55","65","75","15"
"1707414551-914","https://pokemondb.net/pokedex/all","0756","Shiinotic","405","60","45","80","90","100","30"
"1707414551-915","https://pokemondb.net/pokedex/all","0757","Salandit","320","48","44","40","71","40","77"
"1707414551-916","https://pokemondb.net/pokedex/all","0758","Salazzle","480","68","64","60","111","60","117"
"1707414551-917","https://pokemondb.net/pokedex/all","0759","Stufful","340","70","75","50","45","50","50"
"1707414551-918","https://pokemondb.net/pokedex/all","0760","Bewear","500","120","125","80","55","60","60"
"1707414551-919","https://pokemondb.net/pokedex/all","0761","Bounsweet","210","42","30","38","30","38","32"
"1707414551-920","https://pokemondb.net/pokedex/all","0762","Steenee","290","52","40","48","40","48","62"
"1707414551-921","https://pokemondb.net/pokedex/all","0763","Tsareena","510","72","120","98","50","98","72"
"1707414551-922","https://pokemondb.net/pokedex/all","0764","Comfey","485","51","52","90","82","110","100"
"1707414551-923","https://pokemondb.net/pokedex/all","0765","Oranguru","490","90","60","80","90","110","60"
"1707414551-924","https://pokemondb.net/pokedex/all","0766","Passimian","490","100","120","90","40","60","80"
"1707414551-925","https://pokemondb.net/pokedex/all","0767","Wimpod","230","25","35","40","20","30","80"
"1707414551-926","https://pokemondb.net/pokedex/all","0768","Golisopod","530","75","125","140","60","90","40"
"1707414551-927","https://pokemondb.net/pokedex/all","0769","Sandygast","320","55","55","80","70","45","15"
"1707414551-928","https://pokemondb.net/pokedex/all","0770","Palossand","480","85","75","110","100","75","35"
"1707414551-929","https://pokemondb.net/pokedex/all","0771","Pyukumuku","410","55","60","130","30","130","5"
"1707414551-930","https://pokemondb.net/pokedex/all","0772","Type: Null","534","95","95","95","95","95","59"
"1707414551-931","https://pokemondb.net/pokedex/all","0773","Silvally","570","95","95","95","95","95","95"
"1707414551-932","https://pokemondb.net/pokedex/all","0774","Minior
 Meteor Form","440","60","60","100","60","100","60"
"1707414551-933","https://pokemondb.net/pokedex/all","0774","Minior
 Core Form","500","60","100","60","100","60","120"
"1707414551-934","https://pokemondb.net/pokedex/all","0775","Komala","480","65","115","65","75","95","65"
"1707414551-935","https://pokemondb.net/pokedex/all","0776","Turtonator","485","60","78","135","91","85","36"
"1707414551-936","https://pokemondb.net/pokedex/all","0777","Togedemaru","435","65","98","63","40","73","96"
"1707414551-937","https://pokemondb.net/pokedex/all","0778","Mimikyu","476","55","90","80","50","105","96"
"1707414551-938","https://pokemondb.net/pokedex/all","0779","Bruxish","475","68","105","70","70","70","92"
"1707414551-939","https://pokemondb.net/pokedex/all","0780","Drampa","485","78","60","85","135","91","36"
"1707414551-940","https://pokemondb.net/pokedex/all","0781","Dhelmise","517","70","131","100","86","90","40"
"1707414551-941","https://pokemondb.net/pokedex/all","0782","Jangmo-o","300","45","55","65","45","45","45"
"1707414551-942","https://pokemondb.net/pokedex/all","0783","Hakamo-o","420","55","75","90","65","70","65"
"1707414551-943","https://pokemondb.net/pokedex/all","0784","Kommo-o","600","75","110","125","100","105","85"
"1707414551-944","https://pokemondb.net/pokedex/all","0785","Tapu Koko","570","70","115","85","95","75","130"
"1707414551-945","https://pokemondb.net/pokedex/all","0786","Tapu Lele","570","70","85","75","130","115","95"
"1707414551-946","https://pokemondb.net/pokedex/all","0787","Tapu Bulu","570","70","130","115","85","95","75"
"1707414551-947","https://pokemondb.net/pokedex/all","0788","Tapu Fini","570","70","75","115","95","130","85"
"1707414551-948","https://pokemondb.net/pokedex/all","0789","Cosmog","200","43","29","31","29","31","37"
"1707414551-949","https://pokemondb.net/pokedex/all","0790","Cosmoem","400","43","29","131","29","131","37"
"1707414551-950","https://pokemondb.net/pokedex/all","0791","Solgaleo","680","137","137","107","113","89","97"
"1707414551-951","https://pokemondb.net/pokedex/all","0792","Lunala","680","137","113","89","137","107","97"
"1707414551-952","https://pokemondb.net/pokedex/all","0793","Nihilego","570","109","53","47","127","131","103"
"1707414551-953","https://pokemondb.net/pokedex/all","0794","Buzzwole","570","107","139","139","53","53","79"
"1707414551-954","https://pokemondb.net/pokedex/all","0795","Pheromosa","570","71","137","37","137","37","151"
"1707414551-955","https://pokemondb.net/pokedex/all","0796","Xurkitree","570","83","89","71","173","71","83"
"1707414551-956","https://pokemondb.net/pokedex/all","0797","Celesteela","570","97","101","103","107","101","61"
"1707414551-957","https://pokemondb.net/pokedex/all","0798","Kartana","570","59","181","131","59","31","109"
"1707414551-958","https://pokemondb.net/pokedex/all","0799","Guzzlord","570","223","101","53","97","53","43"
"1707414551-959","https://pokemondb.net/pokedex/all","0800","Necrozma","600","97","107","101","127","89","79"
"1707414551-960","https://pokemondb.net/pokedex/all","0800","Necrozma
 Dusk Mane Necrozma","680","97","157","127","113","109","77"
"1707414551-961","https://pokemondb.net/pokedex/all","0800","Necrozma
 Dawn Wings Necrozma","680","97","113","109","157","127","77"
"1707414551-962","https://pokemondb.net/pokedex/all","0800","Necrozma
 Ultra Necrozma","754","97","167","97","167","97","129"
"1707414551-963","https://pokemondb.net/pokedex/all","0801","Magearna","600","80","95","115","130","115","65"
"1707414551-964","https://pokemondb.net/pokedex/all","0802","Marshadow","600","90","125","80","90","90","125"
"1707414551-965","https://pokemondb.net/pokedex/all","0803","Poipole","420","67","73","67","73","67","73"
"1707414551-966","https://pokemondb.net/pokedex/all","0804","Naganadel","540","73","73","73","127","73","121"
"1707414551-967","https://pokemondb.net/pokedex/all","0805","Stakataka","570","61","131","211","53","101","13"
"1707414551-968","https://pokemondb.net/pokedex/all","0806","Blacephalon","570","53","127","53","151","79","107"
"1707414551-969","https://pokemondb.net/pokedex/all","0807","Zeraora","600","88","112","75","102","80","143"
"1707414551-970","https://pokemondb.net/pokedex/all","0808","Meltan","300","46","65","65","55","35","34"
"1707414551-971","https://pokemondb.net/pokedex/all","0809","Melmetal","600","135","143","143","80","65","34"
"1707414551-972","https://pokemondb.net/pokedex/all","0810","Grookey","310","50","65","50","40","40","65"
"1707414551-973","https://pokemondb.net/pokedex/all","0811","Thwackey","420","70","85","70","55","60","80"
"1707414551-974","https://pokemondb.net/pokedex/all","0812","Rillaboom","530","100","125","90","60","70","85"
"1707414551-975","https://pokemondb.net/pokedex/all","0813","Scorbunny","310","50","71","40","40","40","69"
"1707414551-976","https://pokemondb.net/pokedex/all","0814","Raboot","420","65","86","60","55","60","94"
"1707414551-977","https://pokemondb.net/pokedex/all","0815","Cinderace","530","80","116","75","65","75","119"
"1707414551-978","https://pokemondb.net/pokedex/all","0816","Sobble","310","50","40","40","70","40","70"
"1707414551-979","https://pokemondb.net/pokedex/all","0817","Drizzile","420","65","60","55","95","55","90"
"1707414551-980","https://pokemondb.net/pokedex/all","0818","Inteleon","530","70","85","65","125","65","120"
"1707414551-981","https://pokemondb.net/pokedex/all","0819","Skwovet","275","70","55","55","35","35","25"
"1707414551-982","https://pokemondb.net/pokedex/all","0820","Greedent","460","120","95","95","55","75","20"
"1707414551-983","https://pokemondb.net/pokedex/all","0821","Rookidee","245","38","47","35","33","35","57"
"1707414551-984","https://pokemondb.net/pokedex/all","0822","Corvisquire","365","68","67","55","43","55","77"
"1707414551-985","https://pokemondb.net/pokedex/all","0823","Corviknight","495","98","87","105","53","85","67"
"1707414551-986","https://pokemondb.net/pokedex/all","0824","Blipbug","180","25","20","20","25","45","45"
"1707414551-987","https://pokemondb.net/pokedex/all","0825","Dottler","335","50","35","80","50","90","30"
"1707414551-988","https://pokemondb.net/pokedex/all","0826","Orbeetle","505","60","45","110","80","120","90"
"1707414551-989","https://pokemondb.net/pokedex/all","0827","Nickit","245","40","28","28","47","52","50"
"1707414551-990","https://pokemondb.net/pokedex/all","0828","Thievul","455","70","58","58","87","92","90"
"1707414551-991","https://pokemondb.net/pokedex/all","0829","Gossifleur","250","40","40","60","40","60","10"
"1707414551-992","https://pokemondb.net/pokedex/all","0830","Eldegoss","460","60","50","90","80","120","60"
"1707414551-993","https://pokemondb.net/pokedex/all","0831","Wooloo","270","42","40","55","40","45","48"
"1707414551-994","https://pokemondb.net/pokedex/all","0832","Dubwool","490","72","80","100","60","90","88"
"1707414551-995","https://pokemondb.net/pokedex/all","0833","Chewtle","284","50","64","50","38","38","44"
"1707414551-996","https://pokemondb.net/pokedex/all","0834","Drednaw","485","90","115","90","48","68","74"
"1707414551-997","https://pokemondb.net/pokedex/all","0835","Yamper","270","59","45","50","40","50","26"
"1707414551-998","https://pokemondb.net/pokedex/all","0836","Boltund","490","69","90","60","90","60","121"
"1707414551-999","https://pokemondb.net/pokedex/all","0837","Rolycoly","240","30","40","50","40","50","30"
"1707414551-1000","https://pokemondb.net/pokedex/all","0838","Carkol","410","80","60","90","60","70","50"
"1707414551-1001","https://pokemondb.net/pokedex/all","0839","Coalossal","510","110","80","120","80","90","30"
"1707414551-1002","https://pokemondb.net/pokedex/all","0840","Applin","260","40","40","80","40","40","20"
"1707414551-1003","https://pokemondb.net/pokedex/all","0841","Flapple","485","70","110","80","95","60","70"
"1707414551-1004","https://pokemondb.net/pokedex/all","0842","Appletun","485","110","85","80","100","80","30"
"1707414551-1005","https://pokemondb.net/pokedex/all","0843","Silicobra","315","52","57","75","35","50","46"
"1707414551-1006","https://pokemondb.net/pokedex/all","0844","Sandaconda","510","72","107","125","65","70","71"
"1707414551-1007","https://pokemondb.net/pokedex/all","0845","Cramorant","475","70","85","55","85","95","85"
"1707414551-1008","https://pokemondb.net/pokedex/all","0846","Arrokuda","280","41","63","40","40","30","66"
"1707414551-1009","https://pokemondb.net/pokedex/all","0847","Barraskewda","490","61","123","60","60","50","136"
"1707414551-1010","https://pokemondb.net/pokedex/all","0848","Toxel","242","40","38","35","54","35","40"
"1707414551-1011","https://pokemondb.net/pokedex/all","0849","Toxtricity
 Amped Form","502","75","98","70","114","70","75"
"1707414551-1012","https://pokemondb.net/pokedex/all","0849","Toxtricity
 Low Key Form","502","75","98","70","114","70","75"
"1707414551-1013","https://pokemondb.net/pokedex/all","0850","Sizzlipede","305","50","65","45","50","50","45"
"1707414551-1014","https://pokemondb.net/pokedex/all","0851","Centiskorch","525","100","115","65","90","90","65"
"1707414551-1015","https://pokemondb.net/pokedex/all","0852","Clobbopus","310","50","68","60","50","50","32"
"1707414551-1016","https://pokemondb.net/pokedex/all","0853","Grapploct","480","80","118","90","70","80","42"
"1707414551-1017","https://pokemondb.net/pokedex/all","0854","Sinistea","308","40","45","45","74","54","50"
"1707414551-1018","https://pokemondb.net/pokedex/all","0855","Polteageist","508","60","65","65","134","114","70"
"1707414551-1019","https://pokemondb.net/pokedex/all","0856","Hatenna","265","42","30","45","56","53","39"
"1707414551-1020","https://pokemondb.net/pokedex/all","0857","Hattrem","370","57","40","65","86","73","49"
"1707414551-1021","https://pokemondb.net/pokedex/all","0858","Hatterene","510","57","90","95","136","103","29"
"1707414551-1022","https://pokemondb.net/pokedex/all","0859","Impidimp","265","45","45","30","55","40","50"
"1707414551-1023","https://pokemondb.net/pokedex/all","0860","Morgrem","370","65","60","45","75","55","70"
"1707414551-1024","https://pokemondb.net/pokedex/all","0861","Grimmsnarl","510","95","120","65","95","75","60"
"1707414551-1025","https://pokemondb.net/pokedex/all","0862","Obstagoon","520","93","90","101","60","81","95"
"1707414551-1026","https://pokemondb.net/pokedex/all","0863","Perrserker","440","70","110","100","50","60","50"
"1707414551-1027","https://pokemondb.net/pokedex/all","0864","Cursola","510","60","95","50","145","130","30"
"1707414551-1028","https://pokemondb.net/pokedex/all","0865","Sirfetch'd","507","62","135","95","68","82","65"
"1707414551-1029","https://pokemondb.net/pokedex/all","0866","Mr. Rime","520","80","85","75","110","100","70"
"1707414551-1030","https://pokemondb.net/pokedex/all","0867","Runerigus","483","58","95","145","50","105","30"
"1707414551-1031","https://pokemondb.net/pokedex/all","0868","Milcery","270","45","40","40","50","61","34"
"1707414551-1032","https://pokemondb.net/pokedex/all","0869","Alcremie","495","65","60","75","110","121","64"
"1707414551-1033","https://pokemondb.net/pokedex/all","0870","Falinks","470","65","100","100","70","60","75"
"1707414551-1034","https://pokemondb.net/pokedex/all","0871","Pincurchin","435","48","101","95","91","85","15"
"1707414551-1035","https://pokemondb.net/pokedex/all","0872","Snom","185","30","25","35","45","30","20"
"1707414551-1036","https://pokemondb.net/pokedex/all","0873","Frosmoth","475","70","65","60","125","90","65"
"1707414551-1037","https://pokemondb.net/pokedex/all","0874","Stonjourner","470","100","125","135","20","20","70"
"1707414551-1038","https://pokemondb.net/pokedex/all","0875","Eiscue
 Ice Face","470","75","80","110","65","90","50"
"1707414551-1039","https://pokemondb.net/pokedex/all","0875","Eiscue
 Noice Face","470","75","80","70","65","50","130"
"1707414551-1040","https://pokemondb.net/pokedex/all","0876","Indeedee
 Male","475","60","65","55","105","95","95"
"1707414551-1041","https://pokemondb.net/pokedex/all","0876","Indeedee
 Female","475","70","55","65","95","105","85"
"1707414551-1042","https://pokemondb.net/pokedex/all","0877","Morpeko
 Full Belly Mode","436","58","95","58","70","58","97"
"1707414551-1043","https://pokemondb.net/pokedex/all","0877","Morpeko
 Hangry Mode","436","58","95","58","70","58","97"
"1707414551-1044","https://pokemondb.net/pokedex/all","0878","Cufant","330","72","80","49","40","49","40"
"1707414551-1045","https://pokemondb.net/pokedex/all","0879","Copperajah","500","122","130","69","80","69","30"
"1707414551-1046","https://pokemondb.net/pokedex/all","0880","Dracozolt","505","90","100","90","80","70","75"
"1707414551-1047","https://pokemondb.net/pokedex/all","0881","Arctozolt","505","90","100","90","90","80","55"
"1707414551-1048","https://pokemondb.net/pokedex/all","0882","Dracovish","505","90","90","100","70","80","75"
"1707414551-1049","https://pokemondb.net/pokedex/all","0883","Arctovish","505","90","90","100","80","90","55"
"1707414551-1050","https://pokemondb.net/pokedex/all","0884","Duraludon","535","70","95","115","120","50","85"
"1707414551-1051","https://pokemondb.net/pokedex/all","0885","Dreepy","270","28","60","30","40","30","82"
"1707414551-1052","https://pokemondb.net/pokedex/all","0886","Drakloak","410","68","80","50","60","50","102"
"1707414551-1053","https://pokemondb.net/pokedex/all","0887","Dragapult","600","88","120","75","100","75","142"
"1707414551-1054","https://pokemondb.net/pokedex/all","0888","Zacian
 Hero of Many Battles","660","92","120","115","80","115","138"
"1707414551-1055","https://pokemondb.net/pokedex/all","0888","Zacian
 Crowned Sword","700","92","150","115","80","115","148"
"1707414551-1056","https://pokemondb.net/pokedex/all","0889","Zamazenta
 Hero of Many Battles","660","92","120","115","80","115","138"
"1707414551-1057","https://pokemondb.net/pokedex/all","0889","Zamazenta
 Crowned Shield","700","92","120","140","80","140","128"
"1707414551-1058","https://pokemondb.net/pokedex/all","0890","Eternatus","690","140","85","95","145","95","130"
"1707414551-1059","https://pokemondb.net/pokedex/all","0890","Eternatus
 Eternamax","1125","255","115","250","125","250","130"
"1707414551-1060","https://pokemondb.net/pokedex/all","0891","Kubfu","385","60","90","60","53","50","72"
"1707414551-1061","https://pokemondb.net/pokedex/all","0892","Urshifu
 Single Strike Style","550","100","130","100","63","60","97"
"1707414551-1062","https://pokemondb.net/pokedex/all","0892","Urshifu
 Rapid Strike Style","550","100","130","100","63","60","97"
"1707414551-1063","https://pokemondb.net/pokedex/all","0893","Zarude","600","105","120","105","70","95","105"
"1707414551-1064","https://pokemondb.net/pokedex/all","0894","Regieleki","580","80","100","50","100","50","200"
"1707414551-1065","https://pokemondb.net/pokedex/all","0895","Regidrago","580","200","100","50","100","50","80"
"1707414551-1066","https://pokemondb.net/pokedex/all","0896","Glastrier","580","100","145","130","65","110","30"
"1707414551-1067","https://pokemondb.net/pokedex/all","0897","Spectrier","580","100","65","60","145","80","130"
"1707414551-1068","https://pokemondb.net/pokedex/all","0898","Calyrex","500","100","80","80","80","80","80"
"1707414551-1069","https://pokemondb.net/pokedex/all","0898","Calyrex
 Ice Rider","680","100","165","150","85","130","50"
"1707414551-1070","https://pokemondb.net/pokedex/all","0898","Calyrex
 Shadow Rider","680","100","85","80","165","100","150"
"1707414551-1071","https://pokemondb.net/pokedex/all","0899","Wyrdeer","525","103","105","72","105","75","65"
"1707414551-1072","https://pokemondb.net/pokedex/all","0900","Kleavor","500","70","135","95","45","70","85"
"1707414551-1073","https://pokemondb.net/pokedex/all","0901","Ursaluna","550","130","140","105","45","80","50"
"1707414551-1074","https://pokemondb.net/pokedex/all","0901","Ursaluna
 Bloodmoon","555","113","70","120","135","65","52"
"1707414551-1075","https://pokemondb.net/pokedex/all","0902","Basculegion
 Male","530","120","112","65","80","75","78"
"1707414551-1076","https://pokemondb.net/pokedex/all","0902","Basculegion
 Female","530","120","92","65","100","75","78"
"1707414551-1077","https://pokemondb.net/pokedex/all","0903","Sneasler","510","80","130","60","40","80","120"
"1707414551-1078","https://pokemondb.net/pokedex/all","0904","Overqwil","510","85","115","95","65","65","85"
"1707414551-1079","https://pokemondb.net/pokedex/all","0905","Enamorus
 Incarnate Forme","580","74","115","70","135","80","106"
"1707414551-1080","https://pokemondb.net/pokedex/all","0905","Enamorus
 Therian Forme","580","74","115","110","135","100","46"
"1707414551-1081","https://pokemondb.net/pokedex/all","0906","Sprigatito","310","40","61","54","45","45","65"
"1707414551-1082","https://pokemondb.net/pokedex/all","0907","Floragato","410","61","80","63","60","63","83"
"1707414551-1083","https://pokemondb.net/pokedex/all","0908","Meowscarada","530","76","110","70","81","70","123"
"1707414551-1084","https://pokemondb.net/pokedex/all","0909","Fuecoco","310","67","45","59","63","40","36"
"1707414551-1085","https://pokemondb.net/pokedex/all","0910","Crocalor","411","81","55","78","90","58","49"
"1707414551-1086","https://pokemondb.net/pokedex/all","0911","Skeledirge","530","104","75","100","110","75","66"
"1707414551-1087","https://pokemondb.net/pokedex/all","0912","Quaxly","310","55","65","45","50","45","50"
"1707414551-1088","https://pokemondb.net/pokedex/all","0913","Quaxwell","410","70","85","65","65","60","65"
"1707414551-1089","https://pokemondb.net/pokedex/all","0914","Quaquaval","530","85","120","80","85","75","85"
"1707414551-1090","https://pokemondb.net/pokedex/all","0915","Lechonk","254","54","45","40","35","45","35"
"1707414551-1091","https://pokemondb.net/pokedex/all","0916","Oinkologne
 Male","489","110","100","75","59","80","65"
"1707414551-1092","https://pokemondb.net/pokedex/all","0916","Oinkologne
 Female","489","115","90","70","59","90","65"
"1707414551-1093","https://pokemondb.net/pokedex/all","0917","Tarountula","210","35","41","45","29","40","20"
"1707414551-1094","https://pokemondb.net/pokedex/all","0918","Spidops","404","60","79","92","52","86","35"
"1707414551-1095","https://pokemondb.net/pokedex/all","0919","Nymble","210","33","46","40","21","25","45"
"1707414551-1096","https://pokemondb.net/pokedex/all","0920","Lokix","450","71","102","78","52","55","92"
"1707414551-1097","https://pokemondb.net/pokedex/all","0921","Pawmi","240","45","50","20","40","25","60"
