"Pokemon","Move","Type","Power","Acc","Lvl","HM","TM","Method"
"Scyther","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Scyther","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Scyther","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Scyther","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Scyther","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Scyther","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Scyther","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Scyther","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Scyther","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Scyther","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Scyther","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Jynx","Lovely Kiss","Normal","—","75",1,NA,NA,"Level up"
"Jynx","Pound","Normal","40","100",1,NA,NA,"Level up"
"Jynx","Lick","Ghost","20","100",18,NA,NA,"Level up"
"Jynx","DoubleSlap","Normal","15","85",23,NA,NA,"Level up"
"Jynx","Ice Punch","Ice","75","100",31,NA,NA,"Level up"
"Jynx","Body Slam","Normal","85","100",39,NA,NA,"Level up"
"Jynx","Thrash","Normal","90","100",47,NA,NA,"Level up"
"Jynx","Blizzard","Ice","120","90",58,NA,NA,"Level up"
"Jynx","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Jynx","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Jynx","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Jynx","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Jynx","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Jynx","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Jynx","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Jynx","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Jynx","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Jynx","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Jynx","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Jynx","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Jynx","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Jynx","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Jynx","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Jynx","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Jynx","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Jynx","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Jynx","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Jynx","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Jynx","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Jynx","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Jynx","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Jynx","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Jynx","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Jynx","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Electabuzz","Leer","Normal","—","100",1,NA,NA,"Level up"
"Electabuzz","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Electabuzz","ThunderShock","Electric","40","100",34,NA,NA,"Level up"
"Electabuzz","Screech","Normal","—","85",37,NA,NA,"Level up"
"Electabuzz","ThunderPunch","Electric","75","100",42,NA,NA,"Level up"
"Electabuzz","Light Screen","Psychic","—","—",49,NA,NA,"Level up"
"Electabuzz","Thunder","Electric","120","70",54,NA,NA,"Level up"
"Electabuzz","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Electabuzz","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Electabuzz","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Electabuzz","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Electabuzz","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Electabuzz","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Electabuzz","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Electabuzz","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Electabuzz","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Electabuzz","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Electabuzz","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Electabuzz","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Electabuzz","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Electabuzz","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Electabuzz","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Electabuzz","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Electabuzz","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Electabuzz","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Electabuzz","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Electabuzz","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Electabuzz","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Electabuzz","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Electabuzz","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Electabuzz","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Electabuzz","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Electabuzz","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Electabuzz","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Electabuzz","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Magmar","Ember","Fire","40","100",1,NA,NA,"Level up"
"Magmar","Leer","Normal","—","100",36,NA,NA,"Level up"
"Magmar","Confuse Ray","Ghost","—","100",39,NA,NA,"Level up"
"Magmar","Fire Punch","Fire","75","100",43,NA,NA,"Level up"
"Magmar","SmokeScreen","Normal","—","100",48,NA,NA,"Level up"
"Magmar","Smog","Poison","20","70",52,NA,NA,"Level up"
"Magmar","Flamethrower","Fire","95","100",55,NA,NA,"Level up"
"Magmar","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Magmar","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Magmar","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Magmar","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Magmar","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Magmar","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Magmar","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Magmar","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Magmar","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Magmar","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Magmar","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Magmar","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Magmar","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Magmar","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Magmar","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Magmar","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Magmar","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Magmar","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Magmar","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Magmar","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Magmar","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Magmar","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Magmar","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Pinsir","ViceGrip","Normal","55","100",1,NA,NA,"Level up"
"Pinsir","Seismic Toss","Fighting","—","100",25,NA,NA,"Level up"
"Pinsir","Guillotine","Normal","—","30",30,NA,NA,"Level up"
"Pinsir","Focus Energy","Normal","—","—",36,NA,NA,"Level up"
"Pinsir","Harden","Normal","—","—",43,NA,NA,"Level up"
"Pinsir","Slash","Normal","70","100",49,NA,NA,"Level up"
"Pinsir","Swords Dance","Normal","—","—",54,NA,NA,"Level up"
"Pinsir","Cut","Normal","50","95",NA,1,NA,"Hidden Machine"
"Pinsir","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Pinsir","Swords Dance","Normal","—","—",NA,NA,3,"Technical Machine"
"Pinsir","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Pinsir","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Pinsir","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Pinsir","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Pinsir","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Pinsir","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Pinsir","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Pinsir","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Pinsir","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Pinsir","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Pinsir","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Pinsir","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Pinsir","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Tauros","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Tauros","Stomp","Normal","65","100",21,NA,NA,"Level up"
"Tauros","Tail Whip","Normal","—","100",28,NA,NA,"Level up"
"Tauros","Leer","Normal","—","100",35,NA,NA,"Level up"
"Tauros","Rage","Normal","20","100",44,NA,NA,"Level up"
"Tauros","Take Down","Normal","90","85",51,NA,NA,"Level up"
"Tauros","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Tauros","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Tauros","Horn Drill","Normal","—","30",NA,NA,7,"Technical Machine"
"Tauros","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Tauros","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Tauros","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Tauros","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Tauros","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Tauros","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Tauros","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Tauros","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Tauros","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Tauros","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Tauros","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Tauros","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Tauros","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Tauros","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Tauros","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Tauros","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Tauros","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Tauros","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Magikarp","Splash","Normal","—","—",1,NA,NA,"Level up"
"Magikarp","Tackle","Normal","35","95",15,NA,NA,"Level up"
"Gyarados","Bite","Normal","60","100",1,NA,NA,"Level up"
"Gyarados","Dragon Rage","Dragon","—","100",1,NA,NA,"Level up"
"Gyarados","Hydro Pump","Water","120","80",1,NA,NA,"Level up"
"Gyarados","Leer","Normal","—","100",1,NA,NA,"Level up"
"Gyarados","Bite","Normal","60","100",20,NA,NA,"Level up"
"Gyarados","Dragon Rage","Dragon","—","100",25,NA,NA,"Level up"
"Gyarados","Leer","Normal","—","100",32,NA,NA,"Level up"
"Gyarados","Hydro Pump","Water","120","80",41,NA,NA,"Level up"
"Gyarados","Hyper Beam","Normal","150","90",52,NA,NA,"Level up"
"Gyarados","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Gyarados","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Gyarados","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Gyarados","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Gyarados","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Gyarados","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Gyarados","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Gyarados","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Gyarados","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Gyarados","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Gyarados","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Gyarados","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Gyarados","Dragon Rage","Dragon","—","100",NA,NA,23,"Technical Machine"
"Gyarados","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Gyarados","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Gyarados","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Gyarados","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Gyarados","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Gyarados","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Gyarados","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Gyarados","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Gyarados","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Gyarados","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Lapras","Growl","Normal","—","100",1,NA,NA,"Level up"
"Lapras","Water Gun","Water","40","100",1,NA,NA,"Level up"
"Lapras","Sing","Normal","—","55",16,NA,NA,"Level up"
"Lapras","Mist","Ice","—","—",20,NA,NA,"Level up"
"Lapras","Body Slam","Normal","85","100",25,NA,NA,"Level up"
"Lapras","Confuse Ray","Ghost","—","100",31,NA,NA,"Level up"
"Lapras","Ice Beam","Ice","95","100",38,NA,NA,"Level up"
"Lapras","Hydro Pump","Water","120","80",46,NA,NA,"Level up"
"Lapras","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Lapras","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Lapras","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Lapras","Horn Drill","Normal","—","30",NA,NA,7,"Technical Machine"
"Lapras","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Lapras","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Lapras","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Lapras","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Lapras","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Lapras","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Lapras","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Lapras","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Lapras","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Lapras","SolarBeam","Grass","120","100",NA,NA,22,"Technical Machine"
"Lapras","Dragon Rage","Dragon","—","100",NA,NA,23,"Technical Machine"
"Lapras","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Lapras","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Lapras","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Lapras","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Lapras","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Lapras","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Lapras","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Lapras","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Lapras","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Lapras","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Lapras","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Ditto","Transform","Normal","—","—",1,NA,NA,"Level up"
"Eevee","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Eevee","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Eevee","Quick Attack","Normal","40","100",27,NA,NA,"Level up"
"Eevee","Tail Whip","Normal","—","100",31,NA,NA,"Level up"
"Eevee","Bite","Normal","60","100",37,NA,NA,"Level up"
"Eevee","Take Down","Normal","90","85",45,NA,NA,"Level up"
"Eevee","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Eevee","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Eevee","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Eevee","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Eevee","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Eevee","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Eevee","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Eevee","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Eevee","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Eevee","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Eevee","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Eevee","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Eevee","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Vaporeon","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Vaporeon","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Vaporeon","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Vaporeon","Water Gun","Water","40","100",1,NA,NA,"Level up"
"Vaporeon","Quick Attack","Normal","40","100",27,NA,NA,"Level up"
"Vaporeon","Water Gun","Water","40","100",31,NA,NA,"Level up"
"Vaporeon","Tail Whip","Normal","—","100",37,NA,NA,"Level up"
"Vaporeon","Bite","Normal","60","100",40,NA,NA,"Level up"
"Vaporeon","Acid Armor","Poison","—","—",42,NA,NA,"Level up"
"Vaporeon","Haze","Ice","—","—",44,NA,NA,"Level up"
"Vaporeon","Mist","Ice","—","—",48,NA,NA,"Level up"
"Vaporeon","Hydro Pump","Water","120","80",54,NA,NA,"Level up"
"Vaporeon","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Vaporeon","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Vaporeon","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Vaporeon","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Vaporeon","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Vaporeon","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Vaporeon","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Vaporeon","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Vaporeon","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Vaporeon","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Vaporeon","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Vaporeon","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Vaporeon","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Vaporeon","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Vaporeon","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Vaporeon","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Vaporeon","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Vaporeon","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Vaporeon","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Jolteon","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Jolteon","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Jolteon","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Jolteon","ThunderShock","Electric","40","100",1,NA,NA,"Level up"
"Jolteon","Quick Attack","Normal","40","100",27,NA,NA,"Level up"
"Jolteon","ThunderShock","Electric","40","100",31,NA,NA,"Level up"
"Jolteon","Tail Whip","Normal","—","100",37,NA,NA,"Level up"
"Jolteon","Thunder Wave","Electric","—","100",40,NA,NA,"Level up"
"Jolteon","Double Kick","Fighting","30","100",42,NA,NA,"Level up"
"Jolteon","Agility","Psychic","—","—",44,NA,NA,"Level up"
"Jolteon","Pin Missile","Bug","14","85",48,NA,NA,"Level up"
"Jolteon","Thunder","Electric","120","70",54,NA,NA,"Level up"
"Jolteon","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Jolteon","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Jolteon","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Jolteon","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Jolteon","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Jolteon","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Jolteon","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Jolteon","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Jolteon","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Jolteon","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Jolteon","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Jolteon","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Jolteon","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Jolteon","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Jolteon","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Jolteon","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Jolteon","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Jolteon","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Flareon","Ember","Fire","40","100",1,NA,NA,"Level up"
"Flareon","Quick Attack","Normal","40","100",1,NA,NA,"Level up"
"Flareon","Sand-Attack","Normal","—","100",1,NA,NA,"Level up"
"Flareon","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Flareon","Quick Attack","Normal","40","100",27,NA,NA,"Level up"
"Flareon","Ember","Fire","40","100",31,NA,NA,"Level up"
"Flareon","Tail Whip","Normal","—","100",37,NA,NA,"Level up"
"Flareon","Bite","Normal","60","100",40,NA,NA,"Level up"
"Flareon","Leer","Normal","—","100",42,NA,NA,"Level up"
"Flareon","Fire Spin","Fire","15","70",44,NA,NA,"Level up"
"Flareon","Rage","Normal","20","100",48,NA,NA,"Level up"
"Flareon","Flamethrower","Fire","95","100",54,NA,NA,"Level up"
"Flareon","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Flareon","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Flareon","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Flareon","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Flareon","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Flareon","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Flareon","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Flareon","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Flareon","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Flareon","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Flareon","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Flareon","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Flareon","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Flareon","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Flareon","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Porygon","Conversion","Normal","—","—",1,NA,NA,"Level up"
"Porygon","Sharpen","Normal","—","—",1,NA,NA,"Level up"
"Porygon","Tackle","Normal","35","95",1,NA,NA,"Level up"
"Porygon","Psybeam","Psychic","65","100",23,NA,NA,"Level up"
"Porygon","Recover","Normal","—","—",28,NA,NA,"Level up"
"Porygon","Agility","Psychic","—","—",35,NA,NA,"Level up"
"Porygon","Tri Attack","Normal","80","100",42,NA,NA,"Level up"
"Porygon","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Porygon","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Porygon","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Porygon","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Porygon","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Porygon","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Porygon","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Porygon","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Porygon","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Porygon","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Porygon","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Porygon","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Porygon","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Porygon","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Porygon","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Porygon","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Porygon","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Porygon","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Porygon","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Porygon","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Porygon","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Porygon","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Porygon","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Omanyte","Water Gun","Water","40","100",1,NA,NA,"Level up"
"Omanyte","Withdraw","Water","—","—",1,NA,NA,"Level up"
"Omanyte","Horn Attack","Normal","65","100",34,NA,NA,"Level up"
"Omanyte","Leer","Normal","—","100",39,NA,NA,"Level up"
"Omanyte","Spike Cannon","Normal","20","100",46,NA,NA,"Level up"
"Omanyte","Hydro Pump","Water","120","80",53,NA,NA,"Level up"
"Omanyte","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Omanyte","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Omanyte","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Omanyte","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Omanyte","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Omanyte","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Omanyte","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Omanyte","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Omanyte","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Omanyte","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
